token,rating,standarddeviation,rawrating
alerdyik,-1.2,0.4,"[-1, -2, -1, -2, -1, -1, -1, -1, -1, -1]"
alerjik,-1.2,0.4,"[-1, -2, -1, -2, -1, -1, -1, -1, -1, -1]"
tugoti,0.9,0.83066,"[0, 0, 0, 1, 2, 2, 1, 1, 2, 0]"
motugot,0.9,0.83066,"[0, 0, 0, 1, 2, 2, 1, 1, 2, 0]"
nag-inusara,-1,0.63246,"[-2, -1, -1, -1, -2, -1, 0, -1, -1, 0]"
sige,1,0.7746,"[0, 1, 0, 3, 1, 1, 1, 1, 1, 1]"
katingala,2.5,1.0247,"[3, 2, 3, 4, 2, 3, 1, 4, 2, 1]"
matingala,2.5,1.0247,"[3, 2, 3, 4, 2, 3, 1, 4, 2, 1]"
natingala,2.2,1.07703,"[1, 0, 3, 2, 2, 4, 3, 3, 2, 2]"
nahibulong,2.2,1.07703,"[1, 0, 3, 2, 2, 4, 3, 3, 2, 2]"
katingala,2.1,0.53852,"[2, 2, 2, 2, 3, 2, 2, 3, 1, 2]"
kahibulongan,2.1,0.53852,"[2, 2, 2, 2, 3, 2, 2, 3, 1, 2]"
katingala,2.5,0.80623,"[3, 3, 2, 4, 1, 2, 2, 3, 2, 3]"
katingala,2.2,0.87178,"[3, 1, 1, 3, 3, 2, 1, 2, 3, 3]"
natingala,2.2,0.9798,"[1, 0, 3, 2, 2, 3, 3, 3, 2, 3]"
katingalahan,2.8,0.87178,"[1, 4, 3, 2, 4, 2, 3, 3, 3, 3]"
makapahibulong,2.8,0.87178,"[1, 4, 3, 2, 4, 2, 3, 3, 3, 3]"
amazon,0.7,0.64031,"[0, 1, 1, 0, 1, 0, 1, 0, 1, 2]"
amazonite,0.2,0.6,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
amazons,-0.1,0.3,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0]"
amazonstone,1,1.61245,"[0, 0, 0, 0, 4, 4, 2, 0, 0, 0]"
amazonstones,0.2,0.6,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
ambisyoso,2.1,0.53852,"[2, 3, 2, 2, 2, 2, 2, 2, 3, 1]"
ambivalent,0.5,0.92195,"[0, 0, -1, 2, 1, 1, 1, -1, 1, 1]"
gugma,3,0.63246,"[3, 3, 2, 4, 3, 2, 4, 3, 3, 3]"
amoral,-1.6,0.66332,"[-1, -2, 0, -2, -2, -2, -2, -2, -1, -2]"
amoralismo,-0.7,1.34536,"[-2, -1, -2, 0, 0, -3, 2, 0, -1, 0]"
amoralismo,-0.7,1.00499,"[-2, 0, 1, -1, -2, -1, -1, 1, -1, -1]"
amoralidad,-1.2,1.6,"[-3, 0, 0, -2, 1, -1, 0, -4, -3, 0]"
amoralidad,-1.5,0.92195,"[0, -1, -1, -2, -1, -3, -1, -3, -2, -1]"
amoral,-1,1.61245,"[-2, 0, 1, -4, -1, 1, 1, -2, -2, -2]"
amoretti,0.2,0.4,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
amoretto,0.6,0.8,"[0, 1, 0, 1, 0, 0, 2, 0, 0, 2]"
amoretto,0.3,0.64031,"[0, 1, 0, 1, 0, 0, 0, 1, 1, -1]"
amorino,1.2,0.87178,"[2, 1, 1, 0, 3, 1, 1, 0, 1, 2]"
amorist,1.6,1.0198,"[3, 0, 0, 2, 2, 1, 3, 1, 2, 2]"
amoristic,1,1.67332,"[1, 0, 2, 3, -1, 3, 1, 3, 0, -2]"
amorist,0.1,0.9434,"[0, 2, 0, 0, 1, 0, -2, 0, 0, 0]"
amoroso,2.3,0.78102,"[3, 1, 1, 2, 3, 3, 3, 3, 2, 2]"
hinigugma,1.8,0.9798,"[3, 1, 2, 2, 1, 1, 3, 0, 2, 3]"
amorously,2.3,0.78102,"[1, 1, 3, 2, 3, 3, 2, 3, 2, 3]"
amorousness,2,0.89443,"[2, 3, 1, 2, 0, 2, 2, 3, 3, 2]"
amorphous,-0.2,0.4,"[0, 0, 0, 0, 0, 0, -1, 0, 0, -1]"
amorphously,0.1,0.7,"[-1, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
amorphousness,0.3,0.45826,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
amort,-2.1,0.83066,"[-3, -1, -2, -2, -2, -2, -2, -4, -1, -2]"
amortise,0.5,1.43178,"[0, 1, 1, 0, -3, 2, 0, 0, 2, 2]"
amortized,-0.2,1.16619,"[-1, -3, 0, 0, 0, 2, 0, 0, 0, 0]"
amortise,0.1,0.83066,"[-1, -1, 0, 0, 0, 2, 1, 0, 0, 0]"
amortizable,0.5,1.0247,"[2, 0, 1, 0, 1, 1, -2, 1, 0, 1]"
amortisasyon,0.6,1.0198,"[0, 0, 0, 0, 1, 0, 0, 0, 3, 2]"
amortisasyon,0.2,1.07703,"[-1, 1, 0, 0, 1, 0, 2, 1, -2, 0]"
amortize,-0.1,1.04403,"[0, 0, 0, 0, 2, -2, -1, 1, -1, 0]"
amortized,0.8,0.74833,"[0, 2, 0, 0, 1, 1, 1, 0, 1, 2]"
amortizes,0.6,0.8,"[0, 2, 0, 0, 1, 1, 0, 0, 0, 2]"
amortizing,0.8,1.249,"[0, 3, 0, 0, 0, 0, 0, 0, 3, 2]"
makalingaw,0.7,1.18743,"[2, 1, 1, 1, 1, 1, 2, -2, -1, 1]"
kalingawan,1.7,0.78102,"[1, 2, 1, 1, 2, 1, 1, 3, 3, 2]"
nalingaw,1.8,0.6,"[1, 2, 2, 2, 2, 2, 1, 2, 3, 1]"
nalingaw,2.2,0.74833,"[3, 3, 2, 2, 3, 2, 2, 3, 1, 1]"
kalingawan,1.5,1.11803,"[3, 2, 3, 1, 2, 2, -1, 1, 1, 1]"
mga kalingawan,1.5,1.0247,"[2, 1, 2, 1, 2, 2, 3, -1, 2, 1]"
kalingawan,1.1,1.7,"[2, 1, -3, 2, 2, 3, -1, 1, 2, 2]"
mga tiglingaw,1.3,0.45826,"[1, 1, 2, 1, 2, 1, 2, 1, 1, 1]"
makalingaw,1.7,0.64031,"[1, 2, 1, 2, 2, 2, 1, 2, 3, 1]"
amusia,0.3,1.48661,"[0, -1, 1, -1, 2, 2, -1, -1, -1, 3]"
amusias,-0.4,0.66332,"[-1, 0, 0, 1, 0, 0, -1, -1, -1, -1]"
makalingaw,1.6,0.91652,"[2, 2, 2, -1, 2, 2, 1, 2, 2, 2]"
kataw-anan,0.8,1.249,"[1, 2, 1, 1, 1, 2, 2, -2, -1, 1]"
kataw-anan,1.8,0.6,"[1, 2, 3, 2, 1, 2, 2, 1, 2, 2]"
makalingaw,1.7,1.1,"[3, 1, 3, 1, 2, 2, 2, 2, -1, 2]"
kasuko,-2.7,1.18743,"[-1, -2, -3, -2, -4, -4, -2, -1, -4, -4]"
nasuko,-2.3,0.78102,"[-2, -3, -2, -4, -2, -2, -3, -2, -2, -1]"
nasuko,-2.2,0.6,"[-3, -2, -1, -3, -2, -2, -3, -2, -2, -2]"
masuko,-1.9,0.53852,"[-2, -2, -1, -1, -3, -2, -2, -2, -2, -2]"
kasuko,-2.3,0.9,"[-3, -1, -2, -3, -2, -2, -4, -1, -3, -2]"
mas masuko,-2.3,0.64031,"[-2, -3, -2, -3, -1, -3, -2, -3, -2, -2]"
pinakasuko,-3.1,0.83066,"[-4, -3, -2, -2, -2, -4, -3, -4, -4, -3]"
nasuko,-1.8,0.4,"[-2, -1, -2, -2, -2, -1, -2, -2, -2, -2]"
kasuko,-1.7,0.64031,"[-2, 0, -2, -2, -1, -2, -2, -2, -2, -2]"
nasuko,-2.3,0.9,"[-2, -2, -1, -3, -1, -2, -4, -2, -3, -3]"
kasakit,-2.9,0.83066,"[-3, -3, -2, -3, -4, -1, -3, -3, -4, -3]"
naguol,-1.8,1.4,"[-3, -4, -1, -3, -2, -1, -1, 1, -1, -3]"
kasakit,-2.1,1.44568,"[-4, -4, -2, -3, 1, -2, -1, -1, -2, -3]"
kasakit,-2.7,0.9,"-2, -2, -1, -3, -2, -4, -4, -3, -3, -3]"
kasuko,-1.9,1.75784,"[-2, -3, -3, -3, -2, 2, 1, -3, -3, -3]"
makalagot,-1.9,0.53852,"[-2, -2, -1, -2, -2, -1, -2, -2, -2, -3]"
kalagot,-1.3,1.55242,"[-2, -3, -2, -2, -1, 1, -3, -2, 2, -1]"
kalagot,-1.8,0.6,"[-2, -2, -2, -1, -1, -2, -3, -1, -2, -2]"
nasuko,-1.6,1.11355,"[-3, -1, 1, -3, -1, -1, -2, -2, -2, -2]"
makalagot,-2.2,0.87178,"[-3, -2, -1, -3, -2, -4, -2, -1, -2, -2]"
makalagot,-1.5,1.0247,"[-2, -1, -2, -3, -2, -1, -1, -2, 1, -2]"
makalagot,-1.7,0.64031,"[-1, -2, -1, -2, -1, -1, -2, -2, -3, -2]"
makalagot,-1.8,0.6,"[-1, -2, -3, -2, -2, -2, -1, -2, -1, -2]"
antagonismo,-1.9,1.04403,"[-1, -1, -3, -2, -4, -2, -2, 0, -2, -2]"
mga antagonismo,-1.2,1.53623,"[0, -2, -2, -2, -2, -2, 3, -2, -1, -2]"
antagonist,-1.9,0.7,"[-3, -1, -2, -3, -2, -2, -1, -2, -2, -1]"
antagonistic,-1.7,0.9,"[-2, -2, -2, 1, -2, -2, -2, -2, -2, -2]"
kontra,-2.2,0.87178,"[-2, -3, -4, -2, -2, -3, -2, -2, -1, -1]"
mga antagonista,-1.7,0.64031,"[-2, -1, -1, -2, -1, -2, -2, -3, -1, -2]"
kontra,-2,0.44721,"[-2, -2, -2, -3, -2, -1, -2, -2, -2, -2]"
kontra,-1.4,0.66332,"[-2, -1, -2, -2, -1, 0, -2, -1, -1, -2]"
kontra,-0.5,1.9105,"[-2, 4, -2, -2, 1, 0, -2, 1, -1, -2]"
kontra,-2.7,0.64031,"[-4, -2, -2, -3, -2, -3, -3, -2, -3, -3]"
anti,-1.3,0.78102,"[0, -2, -3, -1, -1, -2, -1, -1, -1, -1]"
pagpaabut,0.4,1.28062,"[1, 1, -1, 0, -1, 1, 1, 2, -2, 2]"
kabalaka,-0.6,1.85472,"[-2, -3, -3, -2, -1, 2, -1, 1, 1, 2]"
kabalaka,-0.7,2.1,"[-2, -2, -2, -3, 3, -1, -3, 2, 2, -1]"
nabalaka,-1,0.44721,"[-1, -2, -1, -1, 0, -1, -1, -1, -1, -1]"
nabalaka,-0.9,0.83066,"[-1, -1, -2, -1, -1, -1, -1, 0, 1, -2]"
pagkabalaka,-1,1.48324,"[-2, -1, -1, -1, -1, -2, 3, -3, -1, -1]"
aok,2,0.89443,"[2, 3, 2, 1, 2, 1, 1, 4, 2, 2]"
walay pagtagad,-1.2,0.87178,"[-1, -1, 0, -2, -2, -1, -1, 0, -3, -1]"
walay pagtagad,-0.4,1.28062,"[-1, -1, 0, -1, -2, 2, -1, -1, 2, -1]"
kawalay-pagtagad,-0.6,1.0198,"[-1, -1, -1, -2, 0, 1, -1, -2, 1, 0]"
kawalay interes,-1.2,1.32665,"[-2, -2, -1, 1, -1, -3, -1, 1, -1, -3]"
apeshit,-0.9,2.21133,"[-4, -3, 2, -3, -2, -3, 1, 0, 2, 1]"
apokaliptiko,-3.4,0.66332,"[-4, -2, -3, -4, -3, -4, -4, -3, -3, -4]"
pasaylo,1.6,0.66332,"[2, 3, 2, 2, 1, 1, 2, 1, 1, 1]"
nangayo og pasaylo,0.4,0.91652,"[-1, 0, 2, 0, 0, 1, 0, 2, 0, 0]"
nangayo og pasaylo,0.8,1.07703,"[2, 0, 2, 0, 0, 1, 0, 3, 0, 0]"
nangayo og pasaylo,0.2,1.6,"[0, -1, -1, 2, 2, 1, -2, -1, 3, -1]"
pasaylo,0.4,0.8,"[1, -1, 0, 1, 1, 1, -1, 1, 0, 1]"
nangayo og pasaylo,1.3,0.64031,"[1, 1, 1, 2, 0, 2, 1, 2, 2, 1]"
nangayo og pasaylo,1.5,0.80623,"[2, 1, 1, 2, 0, 2, 1, 2, 3, 1]"
nangayo og pasaylo,-0.3,1.34536,"[1, 2, -1, 1, -1, 0, -3, 0, -1, -1]"
pasaylo,0.2,1.249,"[1, 1, 1, 1, -1, 1, -1, -1, -2, 2]"
makalilisang,-2.4,0.66332,"[-3, -2, -2, -3, -2, -3, -1, -3, -2, -3]"
nakurat,-2,0.63246,"[-3, -2, -3, -2, -2, -1, -1, -2, -2, -2]"
makalilisang,-1.5,1.5,"[-2, -4, 1, -1, 1, -1, -2, -3, -2, -2]"
makalilisang,-2,1.67332,"[-3, -2, 0, -2, 2, -3, -4, -3, -2, -3]"
makalilisang,-1.9,1.37477,"[0, -3, -2, -3, -3, -2, -1, -3, 1, -3]"
paghupay,1.1,0.9434,"[1, 1, 1, -1, 2, 0, 1, 2, 2, 2]"
gihupay,0.9,0.53852,"[0, 1, 1, 1, 1, 1, 0, 1, 2, 1]"
makapahupay,0.9,0.53852,"[0, 1, 1, 1, 1, 1, 0, 1, 2, 1]"
makapahupay,1,1.09545,"[1, 2, -1, 1, 2, 1, 2, 2, 1, -1]"
palakpak,2,0.63246,"[3, 2, 2, 2, 1, 2, 3, 1, 2, 2]"
mipakpak,1.5,0.5,"[2, 2, 1, 2, 2, 2, 1, 1, 1, 1]"
pagpalakpak,2.1,0.83066,"[2, 2, 4, 1, 2, 2, 2, 1, 2, 3]"
palakpak,1.4,0.66332,"[1, 1, 2, 1, 3, 1, 1, 1, 2, 1]"
palakpak,1.8,0.6,"[2, 1, 1, 2, 3, 2, 1, 2, 2, 2]"
bili,1.7,0.78102,"[2, 1, 2, 1, 1, 3, 1, 2, 3, 1]"
gipabilhan,2.3,0.78102,"[2, 1, 3, 2, 3, 4, 2, 2, 2, 2]"
gipabilhan ang,2.3,0.9,"[3, 1, 3, 1, 2, 4, 2, 3, 2, 2]"
nagpabili,1.9,0.7,"[1, 1, 2, 2, 2, 2, 1, 3, 2, 3]"
apresasyon,2.3,0.9,"[3, 3, 2, 1, 1, 3, 3, 1, 3, 3]"
apresasyon,1.7,0.78102,"[3, 2, 1, 2, 2, 1, 3, 1, 1, 1]"
mapasalamaton,2.6,0.8,"[3, 3, 3, 2, 1, 3, 4, 2, 2, 3]"
mapasalamaton,1.8,0.6,"[2, 2, 2, 2, 2, 1, 3, 2, 1, 1]"
pagkamapasalamaton,1.6,0.8,"[2, 1, 1, 2, 1, 1, 3, 3, 1, 1]"
apresador,2.6,0.8,"[2, 3, 2, 3, 3, 2, 1, 3, 4, 3]"
appreciators,1.5,0.80623,"[1, 3, 1, 3, 1, 1, 2, 1, 1, 1]"
mapasalamaton,1.7,0.78102,"[1, 2, 1, 3, 1, 3, 2, 2, 1, 1]"
masabtan,1.1,1.04403,"[2, 0, -1, 3, 1, 2, 1, 1, 1, 1]"
lagmit,-0.2,1.16619,"[0, 0, -1, 2, -1, 2, -1, -1, -1, -1]"
kahadlok,-2.1,0.83066,"[-1, -2, -2, -1, -2, -3, -3, -3, -1, -3]"
mga kabalaka,-0.9,1.04403,"[-1, -1, -1, -1, -2, -2, -1, -1, -1, 2]"
nahadlok,-0.3,1.18743,"[-1, -1, -1, 0, 1, -2, -1, 1, -1, 2]"
pagkabalaka,-0.7,0.9,"[-1, 1, -1, -1, 1, -1, -2, -1, -1, -1]"
pag-uyon,2.1,0.53852,"[2, 2, 2, 2, 2, 1, 3, 3, 2, 2]"
giaprobahan,1.8,0.6,"[1, 1, 1, 2, 3, 2, 2, 2, 2, 2]"
aprobahan ang,1.7,0.64031,"[1, 1, 1, 2, 3, 2, 2, 2, 2, 1]"
madasigon,2.1,0.7,"[3, 3, 2, 2, 3, 1, 2, 2, 1, 2]"
makalalis,-1,0.63246,"[-1, -1, -2, -1, -1, -2, 0, 0, -1, -1]"
mahimo nga,-1,1.09545,"[0, -2, 0, -2, 0, 1, -1, -2, -2, -2]"
makiglalis,-1.4,0.66332,"[-1, -2, -1, -3, -2, -1, -1, -1, -1, -1]"
nakiglantugi,-1.5,0.5,"[-2, -2, -1, -1, -1, -1, -2, -2, -2, -1]"
tig-lalis,-1.6,0.4899,"[-2, -2, -1, -2, -1, -1, -2, -2, -2, -1]"
makiglalis,-1.4,0.4899,"[-2, -1, -1, -2, -1, -1, -2, -2, -1, -1]"
nangatarongan,-1.6,0.4899,"[-2, -2, -1, -2, -1, -1, -2, -2, -2, -1]"
nakiglantugi,-2,0.63246,"[-3, -3, -1, -1, -2, -2, -2, -2, -2, -2]"
argumento,-1.5,0.80623,"[-3, -1, -1, -1, -1, -2, 0, -2, -2, -2]"
argumentative,-1.5,0.67082,"[-3, -2, -1, -1, -1, -1, -1, -2, -2, -1]"
argumentatively,-1.8,0.9798,"[-4, -2, -1, -1, -3, -1, -2, -2, -1, -1]"
argumento,-1.5,0.80623,"[-3, -2, -2, -1, 0, -1, -1, -1, -2, -2]"
argumento,-1.7,0.64031,"[-1, -1, -2, -2, -2, -3, -2, -1, -1, -2]"
pagdakop,-1.4,1.42829,"[-1, 0, -1, 0, -2, -3, 0, -4, -3, 0]"
gidakop,-2.1,1.04403,"[-2, -2, -2, -1, -1, -4, -1, -4, -2, -2]"
pagdakop,-1.9,0.83066,"[-4, -2, -1, -1, -1, -2, -2, -2, -2, -2]"
pagkamapahitas-on,-2.4,0.66332,"[-3, -2, -2, -3, -1, -2, -3, -3, -2, -3]"
pagkamapahitas-on,-1.9,0.53852,"[-1, -2, -3, -2, -2, -2, -2, -1, -2, -2]"
mapahitas-on,-2.2,0.6,"[-2, -2, -2, -3, -2, -3, -3, -2, -1, -2]"
mapahitas-on,-1.8,1.4,"[-3, -2, 2, -3, -1, -3, -2, -2, -2, -2]"
maulaw,-2.1,1.3,"[-3, -3, -3, -2, -2, 1, -2, -4, -1, -2]"
maulaw,-1.7,0.64031,"[-2, -2, -2, -1, -2, -3, -1, -2, -1, -1]"
asno,-2.5,1.43178,"[-4, -1, -2, -1, -3, 0, -2, -4, -4, -4]"
pagpatay,-2.9,0.9434,"[-2, -4, -4, -3, -3, -4, -2, -3, -3, -1]"
mga pagpatay,-2.7,1.34536,"[-4, -2, -3, -2, -3, -1, -4, -4, 0, -4]"
pag-atake,-2.8,0.9798,"[-3, -4, -2, -2, -4, -3, -1, -3, -2, -4]"
giatake,-2.4,1.28062,"[-3, -3, 1, -3, -3, -3, -1, -3, -3, -3]"
pag-atake,-2.3,1.1,"[-4, -3, -2, -1, -2, -1, -1, -4, -3, -2]"
pag-atake,-2.8,0.87178,"[-3, -4, -2, -4, -3, -2, -3, -1, -3, -3]"
mga pag-atake,-2.5,0.92195,"[-1, -3, -3, -3, -4, -3, -1, -2, -2, -3]"
asset,1.5,0.80623,"[2, 1, 1, 3, 2, 0, 2, 2, 1, 1]"
mga kabtangan,0.7,1.00499,"[0, 0, 1, 3, 0, 1, 0, 0, 2, 0]"
assfucking,-2.5,1.43178,"[-3, -3, 0, -3, 0, -2, -4, -4, -4, -2]"
bugoy,-2.8,0.74833,"[-3, -3, -3, -3, -4, -3, -2, -3, -1, -3]"
kasiguruhan,1.4,0.4899,"[1, 1, 2, 2, 1, 1, 1, 2, 2, 1]"
kasiguruhan,1.4,0.4899,"[2, 2, 1, 1, 1, 2, 2, 1, 1, 1]"
pasalig,1.4,0.4899,"[1, 1, 1, 1, 2, 1, 1, 2, 2, 2]"
gipasaligan,1.5,0.67082,"[1, 1, 2, 1, 1, 3, 2, 1, 2, 1]"
siguradong,1.6,0.66332,"[1, 1, 1, 3, 2, 2, 2, 1, 2, 1]"
kasegurohan,1.4,0.8,"[2, 2, 2, 1, 1, 0, 2, 0, 2, 2]"
tigpasalig,0.9,1.13578,"[2, 1, 0, 1, -2, 2, 2, 1, 1, 1]"
mga tigpasalig,1.1,0.9434,"[2, 0, 0, 1, 3, 2, 0, 1, 1, 1]"
nagpasalig,1.3,0.45826,"[2, 1, 1, 1, 2, 1, 2, 1, 1, 1]"
assurgent,1.3,0.9,"[2, 1, 0, 0, 1, 2, 1, 2, 3, 1]"
pagsiguro,1.6,0.66332,"[1, 2, 2, 3, 1, 1, 1, 1, 2, 2]"
assuror,0.5,0.67082,"[0, 1, 0, 1, 2, 0, 0, 1, 0, 0]"
assurors,0.7,1.34536,"[2, -1, 0, 2, 0, -2, 2, 1, 1, 2]"
natingala,1.6,0.8,"[3, 1, 0, 2, 2, 1, 2, 2, 1, 2]"
katingalahan,1.7,1.26886,"[2, 2, 2, 2, 0, 3, 4, 0, 0, 2]"
nahingangha,1.8,0.9798,"[1, 3, 0, 1, 2, 2, 3, 2, 1, 3]"
makapahingangha,1.8,1.4,"[3, 4, 2, 0, 1, 2, -1, 3, 2, 2]"
katingalahan,2.1,1.44568,"[3, 0, 4, 1, 4, 3, 1, 3, 0, 2]"
makapahingangha,2.1,1.22066,"[3, 3, 1, 0, 3, 2, 3, 3, 0, 3]"
dugtong,1.2,0.9798,"[2, 0, 1, 2, 3, 1, 1, 2, 0, 0]"
dugtong,1.1,0.7,"[1, 1, 2, 0, 2, 1, 2, 0, 1, 1]"
pag-atake,-2.1,0.83066,"[-1, -3, -2, -3, -3, -1, -2, -1, -2, -3]"
giatake,-2,1.78885,"[-2, 3, -2, -2, -3, -3, -3, -4, -2, -2]"
tig-atake,-2.7,0.9,"[-2, -3, -2, -1, -3, -3, -4, -4, -2, -3]"
tig-atake,-2.7,0.64031,"[-3, -3, -3, -2, -3, -3, -4, -2, -2, -2]"
pag-atake,-2,0.89443,"[-3, -1, -1, -3, -3, -1, -3, -1, -2, -2]"
pag-atake,-1.9,0.9434,"[-2, -2, 0, -2, -2, -2, -1, -4, -2, -2]"
pagdani,1.5,0.92195,"[1, 3, 1, 1, 3, 1, 1, 2, 0, 2]"
pagkadani,0.9,0.7,"[1, 0, 2, 1, 0, 2, 1, 1, 0, 1]"
makadani,1.3,0.9,"[0, 1, 0, 1, 1, 2, 3, 2, 1, 2]"
makadani,1.4,0.8,"[1, 1, 0, 2, 2, 2, 3, 1, 1, 1]"
nadani,1.8,0.6,"[1, 3, 1, 2, 2, 2, 2, 2, 2, 1]"
pagdani,2.1,0.83066,"[3, 1, 2, 2, 3, 1, 1, 3, 2, 3]"
atraksyon,2,0.7746,"[2, 2, 1, 1, 2, 3, 3, 2, 3, 1]"
atraksyon,1.8,0.87178,"[1, 3, 0, 2, 2, 2, 2, 3, 1, 2]"
madanihon,1.9,0.53852,"[2, 2, 2, 1, 3, 2, 1, 2, 2, 2]"
madanihon,2.2,0.6,"[3, 2, 2, 3, 2, 2, 2, 3, 1, 2]"
pagkamadanihon,1.8,1.16619,"[3, 2, 2, 1, 4, 2, 0, 0, 2, 2]"
pagkadani,2.1,0.7,"[2, 1, 2, 3, 2, 3, 3, 1, 2, 2]"
tigdani,1.2,1.16619,"[1, 1, 2, 2, 2, -2, 2, 1, 2, 1]"
tigdani,1.2,0.87178,"[1, 1, 2, 2, 0, 1, 3, 1, 0, 1]"
makadani,1.7,1.00499,"[2, 1, 2, 0, 2, 4, 2, 1, 1, 2]"
mapangahason,0.9,2.02237,"[3, -1, -2, 2, 1, 2, -3, 2, 2, 3]"
awtoridad,0.3,0.64031,"[0, 0, 0, 1, 0, 0, 2, 0, 0, 0]"
paglikay,-1.9,1.04403,"[-3, -3, -1, -2, 0, -3, -1, -2, -1, -3]"
paglikay,-1.1,1.13578,"[-2, -1, -2, -2, -2, 1, -1, -2, 1, -1]"
aversive,-1.6,0.66332,"[-2, -1, -1, -1, -2, -2, -1, -2, -3, -1]"
aversively,-0.8,1.53623,"[-3, -1, -2, -1, 1, -2, 2, -2, 1, -1]"
paglikay,-0.7,0.78102,"[-1, 0, -2, -1, -1, 1, -1, 0, -1, -1]"
gilikayan,-0.3,1.00499,"[-1, 1, 0, 0, 1, 0, -2, 0, 0, -2]"
paglikay,-0.4,1.0198,"[-2, -2, -1, -1, 0, 0, 1, 0, 1, 0]"
avid,1.2,0.87178,"[-1, 2, 2, 1, 1, 1, 2, 2, 1, 1]"
likayi ang,-1.2,0.6,"[-1, -1, -1, -1, -2, -2, -1, -2, 0, -1]"
paglikay,-1.7,0.45826,"[-2, -2, -1, -1, -1, -2, -2, -2, -2, -2]"
paglikay,-1.1,0.53852,"[-1, -1, -1, -1, -2, 0, -1, -2, -1, -1]"
gilikayan,-1.4,0.4899,"[-2, -1, -2, -1, -1, -1, -2, -1, -2, -1]"
paglikay,-1.8,0.6,"[-2, -1, -3, -1, -2, -2, -2, -1, -2, -2]"
naglikay,-1.4,0.66332,"[-2, -2, -1, -2, -1, -1, 0, -1, -2, -2]"
paglikay sa,-1.4,0.91652,"[-2, 1, -2, -2, -1, -2, -1, -1, -2, -2]"
naglikay,-0.7,0.45826,"[-1, -1, -1, -1, -1, -1, 0, 0, 0, -1]"
maghulat,0.4,0.4899,"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]"
gipaabot,-0.1,0.83066,"[1, 0, 0, 0, 1, -1, 0, 0, -2, 0]"
naghulat,0.3,0.78102,"[0, 0, 0, 1, 2, 1, 0, 0, -1, 0]"
award,2.5,0.92195,"[2, 1, 1, 3, 3, 2, 4, 3, 3, 3]"
awardable,2.4,0.8,"[3, 3, 3, 1, 3, 1, 2, 3, 2, 3]"
gihatagan og,1.7,0.78102,"[2, 0, 1, 3, 2, 2, 2, 1, 2, 2]"
awardee,1.8,0.6,"[2, 2, 1, 3, 2, 2, 1, 1, 2, 2]"
mga awardees,1.2,0.74833,"[1, 1, 1, 1, 0, 1, 1, 1, 3, 2]"
awarder,0.9,1.04403,"[2, 0, 1, 3, 0, 2, 1, 0, 0, 0]"
awarders,1.3,1.18743,"[2, 1, 0, 2, 2, 0, 0, 4, 1, 1]"
paghatag,1.9,0.7,"[3, 2, 1, 2, 1, 2, 3, 1, 2, 2]"
awards,2,0.44721,"[2, 2, 2, 2, 1, 2, 2, 3, 2, 2]"
makalilisang,3.1,0.83066,"[3, 4, 2, 3, 2, 2, 4, 4, 4, 3]"
makalilisang,-2,2.04939,"[-2, -2, -3, -3, -2, -3, 4, -3, -3, -3]"
awkward,-0.6,1.56205,"[-2, -1, -1, -1, -1, -1, -1, -1, 4, -1]"
awkwardly,-1.3,0.45826,"[-1, -1, -2, -1, -1, -1, -1, -2, -2, -1]"
awkwardness,-0.7,1.41774,"[-1, -2, -2, -1, -2, 2, -1, -1, 2, -1]"
wasay,-0.4,0.8,"[-2, 0, 0, 0, 0, 0, -1, -1, -1, 1]"
axed,-1.3,0.78102,"[-1, -2, 0, -3, -1, -2, -1, -1, -1, -1]"
gipaluyohan,0.1,0.3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
nagpaluyo,0.1,0.83066,"[1, 1, -1, 0, 0, 0, -1, 1, -1, 1]"
likod,-0.2,0.4,"[0, 0, -1, 0, 0, 0, 0, -1, 0, 0]"
badass,1.4,1.26491,"[1, 3, 2, 0, -1, 1, 3, 2, 1, 2]"
bailout,-0.4,1.35647,"[-1, 0, 0, 2, -2, -1, -2, 2, -1, -1]"
kawayan,-1.5,1.0247,"[-3, -2, -2, -1, -2, -2, 1, -1, -1, -2]"
bamboozled,-1.5,1.11803,"[-1, 0, -2, -4, -2, -1, -2, -1, 0, -2]"
bamboozles,-1.5,1.0247,"[-1, 0, -2, -4, -2, -1, -2, -1, -1, -1]"
pagdili,-2.6,1.0198,"[-4, -3, -4, -3, -2, -1, -3, -2, -1, -3]"
palagputon,-1.9,0.9434,"[-2, -2, -2, -2, -1, -3, -1, -1, -1, -4]"
bangkarota,-2.6,1.0198,"[-4, -4, -2, -2, -4, -3, -2, -2, -1, -2]"
bankster,-2.1,0.53852,"[-3, -1, -2, -2, -2, -2, -2, -3, -2, -2]"
gidili,-2,1,"[-2, -1, -1, -1, -2, -2, -4, -3, -3, -1]"
baratilyo,0.8,1.16619,"[1, 1, 1, 1, 0, 1, 2, 3, -1, -1]"
